epoch,loss,output_1_accuracy,output_1_loss,output_2_accuracy,output_2_loss,val_loss,val_output_1_accuracy,val_output_1_loss,val_output_2_accuracy,val_output_2_loss
0,1.3080085515975952,0.7833988666534424,0.648960292339325,0.5959665179252625,0.6590493321418762,1.046262264251709,0.7988651990890503,0.540665328502655,0.9280164837837219,0.5055955648422241
1,0.8702717423439026,0.8234420418739319,0.4107116460800171,0.8030431270599365,0.4595632553100586,0.5935465097427368,0.8461124897003174,0.36545947194099426,0.9307608008384705,0.22808672487735748
2,0.6252171397209167,0.8388652205467224,0.3633438050746918,0.8982850909233093,0.2618737816810608,0.5324772596359253,0.8585362434387207,0.3354937434196472,0.9419607520103455,0.1969834268093109
3,0.5401875972747803,0.8582329154014587,0.32196512818336487,0.9151333570480347,0.218224436044693,0.4829064905643463,0.8859797120094299,0.26290756464004517,0.9310389757156372,0.21999792754650116
4,0.4741249978542328,0.8737072348594666,0.28195950388908386,0.9293539524078369,0.192167267203331,0.34269529581069946,0.9143132567405701,0.22203712165355682,0.9692744016647339,0.12065824866294861
5,0.42997902631759644,0.8842508792877197,0.259499728679657,0.9387943148612976,0.17047929763793945,0.727261483669281,0.7375067472457886,0.5655857920646667,0.9544586539268494,0.16167563199996948
6,0.3943493962287903,0.8916708827018738,0.24354511499404907,0.9461451172828674,0.15080414712429047,0.628554105758667,0.7776520848274231,0.4773007035255432,0.9538838267326355,0.15125297009944916
7,0.36727213859558105,0.8967247605323792,0.23317760229110718,0.9523504376411438,0.1340942680835724,0.34603047370910645,0.873481810092926,0.26637211441993713,0.9771180748939514,0.07965859025716782
8,0.3472382724285126,0.8997522592544556,0.2271287441253662,0.9566947817802429,0.12011043727397919,0.26718246936798096,0.9228244423866272,0.18574368953704834,0.9762279987335205,0.08143889158964157
9,0.3284878730773926,0.9032006859779358,0.22041358053684235,0.9605851769447327,0.10807418823242188,0.3097204267978668,0.8853492736816406,0.24859848618507385,0.9816240072250366,0.06112181767821312
10,0.3120238482952118,0.905864417552948,0.21485626697540283,0.9642711281776428,0.09716879576444626,0.39328503608703613,0.849617063999176,0.32096728682518005,0.9782121181488037,0.07231763005256653
11,0.2962757349014282,0.9090512990951538,0.20924372971057892,0.967911958694458,0.08703205734491348,0.29533445835113525,0.9203211665153503,0.19562706351280212,0.9692002534866333,0.09970740228891373
12,0.28391721844673157,0.9110385775566101,0.20405952632427216,0.9706748723983765,0.07985807210206985,0.28442472219467163,0.9064696431159973,0.21350239217281342,0.9774889349937439,0.07092203199863434
13,0.2712233066558838,0.9140781164169312,0.19804760813713074,0.9732544422149658,0.07317610085010529,0.24437686800956726,0.9149436950683594,0.19983090460300446,0.9845537543296814,0.044545818120241165
14,0.2619236409664154,0.9165253639221191,0.19373640418052673,0.9753439426422119,0.06818701326847076,0.19227299094200134,0.9439448118209839,0.14731623232364655,0.9861670136451721,0.044956810772418976
15,0.25278806686401367,0.9185126423835754,0.18941764533519745,0.9772079586982727,0.06337123364210129,0.18422390520572662,0.942924976348877,0.147457554936409,0.9882252812385559,0.036766089498996735
16,0.24483749270439148,0.9207524657249451,0.18541236221790314,0.9786781072616577,0.05942610651254654,0.22635988891124725,0.9259582161903381,0.18668751418590546,0.987019956111908,0.03967246040701866
17,0.23769216239452362,0.9224901795387268,0.1817854791879654,0.9802204370498657,0.055906992405653,0.22466953098773956,0.9452613592147827,0.14676575362682343,0.972278356552124,0.07790388911962509
18,0.23055313527584076,0.9247630834579468,0.17776349186897278,0.9813568592071533,0.05278972536325455,0.2224409282207489,0.9430361986160278,0.15198564529418945,0.97837895154953,0.07045530527830124
19,0.22513233125209808,0.9256710410118103,0.17501385509967804,0.9823640584945679,0.050118617713451385,0.18696007132530212,0.939513087272644,0.15263508260250092,0.9896159768104553,0.03432494401931763
20,0.21900112926959991,0.927727460861206,0.17115941643714905,0.9831818342208862,0.047841452062129974,0.20580343902111053,0.9317064881324768,0.17406171560287476,0.9902649521827698,0.03174171224236488
21,0.21409043669700623,0.9294261336326599,0.16784395277500153,0.9839003682136536,0.04624593257904053,0.17065614461898804,0.9433514475822449,0.14150889217853546,0.9897643327713013,0.029147284105420113
22,0.20937129855155945,0.9307429790496826,0.16518951952457428,0.9845918416976929,0.04418120160698891,0.2770063877105713,0.897773027420044,0.2490805983543396,0.9912663102149963,0.0279260091483593
23,0.20457999408245087,0.9316449165344238,0.1626804769039154,0.9854486584663391,0.04189938306808472,0.2108071893453598,0.9211370348930359,0.1807718425989151,0.9904318451881409,0.030035490170121193
24,0.20141679048538208,0.9322642087936401,0.16071557998657227,0.9857373237609863,0.040700603276491165,0.15716832876205444,0.9527156352996826,0.1273481249809265,0.9906729459762573,0.029820164665579796
25,0.19752711057662964,0.933478832244873,0.1581609696149826,0.9863355755805969,0.03936615586280823,0.14403969049453735,0.9569248557090759,0.1170332282781601,0.9919338226318359,0.027006398886442184
26,0.19341379404067993,0.9351023435592651,0.15513847768306732,0.9867023825645447,0.03827635943889618,0.28216633200645447,0.8906710743904114,0.25815796852111816,0.99178546667099,0.024008620530366898
27,0.19038835167884827,0.9359802007675171,0.15338213741779327,0.9870300889015198,0.03700591251254082,0.6116635799407959,0.7705687284469604,0.5828486084938049,0.9906172752380371,0.02881556749343872
28,0.18739521503448486,0.9372580051422119,0.15120598673820496,0.9872405529022217,0.036189060658216476,0.14016813039779663,0.9572771787643433,0.11614768207073212,0.9926755428314209,0.02402053028345108
29,0.1864335983991623,0.9375736713409424,0.15021389722824097,0.9874780774116516,0.03621945157647133,0.15675151348114014,0.9544029831886292,0.12878187000751495,0.9909325242042542,0.027969656512141228
30,0.1817544400691986,0.9389536380767822,0.14729927480220795,0.9879530668258667,0.03445526957511902,0.22206468880176544,0.9080828428268433,0.19389545917510986,0.9908583760261536,0.028169425204396248
31,0.1797763854265213,0.9393775463104248,0.1463422328233719,0.9881905913352966,0.03343406692147255,0.14490634202957153,0.9555526971817017,0.12263070791959763,0.9927311539649963,0.022275583818554878
32,0.17723143100738525,0.9405289888381958,0.14446642994880676,0.9886415600776672,0.032764602452516556,0.4093179702758789,0.8441840410232544,0.38558900356292725,0.9923788905143738,0.02372991107404232
33,0.17560972273349762,0.940910816192627,0.14296337962150574,0.9887107014656067,0.03264626860618591,0.2603320777416229,0.9060616493225098,0.21112774312496185,0.9828292727470398,0.04920440539717674
34,0.1723930686712265,0.9422697424888611,0.1408558189868927,0.989182710647583,0.031537167727947235,0.21100910007953644,0.9223794341087341,0.1792387068271637,0.9902464151382446,0.03177019581198692
35,0.17078419029712677,0.9429612755775452,0.13982407748699188,0.9894232153892517,0.030960148200392723,0.13664376735687256,0.9599473476409912,0.11004319041967392,0.9912477731704712,0.026600433513522148
36,0.1678629070520401,0.9438962936401367,0.13799834251403809,0.9895915985107422,0.029864460229873657,0.22145292162895203,0.9270336627960205,0.16505058109760284,0.9807524681091309,0.056402288377285004
37,0.16705387830734253,0.9437820315361023,0.1377762407064438,0.9898651838302612,0.029277030378580093,0.29637181758880615,0.9491182565689087,0.13454051315784454,0.9540321826934814,0.16183124482631683
38,0.16324873268604279,0.9451168775558472,0.13498924672603607,0.9903281927108765,0.028260018676519394,0.16907194256782532,0.9570360779762268,0.11796820908784866,0.9817537665367126,0.051103658974170685
39,0.16377738118171692,0.9449665546417236,0.13500769436359406,0.9901056885719299,0.028770234435796738,0.19055604934692383,0.9350813031196594,0.16198550164699554,0.9895603656768799,0.028570469468832016
40,0.16177529096603394,0.9459887742996216,0.13378599286079407,0.9903131723403931,0.027989329770207405,0.22404178977012634,0.9598917365074158,0.10936754941940308,0.9542917609214783,0.11467428505420685
41,0.15897485613822937,0.9468005299568176,0.13220351934432983,0.9906859397888184,0.026771722361445427,0.12950003147125244,0.9630996584892273,0.10314349085092545,0.9910252094268799,0.026356598362326622
42,0.15814882516860962,0.9470861554145813,0.1310068666934967,0.9906107783317566,0.027142029255628586,3.2543909549713135,0.953642725944519,0.12613609433174133,0.3737321197986603,3.1282551288604736
43,0.15726685523986816,0.947600245475769,0.1307152807712555,0.9910407066345215,0.026551855728030205,0.15424883365631104,0.9477275609970093,0.13524100184440613,0.9936212301254272,0.019007787108421326
44,0.15552601218223572,0.948066234588623,0.12947213649749756,0.9910858273506165,0.026054156944155693,0.12621000409126282,0.9626731276512146,0.10409542918205261,0.9926384687423706,0.022114591673016548
45,0.15432584285736084,0.9487276673316956,0.1287393569946289,0.991263210773468,0.025586239993572235,0.191903218626976,0.9310945868492126,0.15842700004577637,0.9888186454772949,0.03347643464803696
46,0.15330465137958527,0.949208676815033,0.1276284158229828,0.991191029548645,0.0256766676902771,0.13150732219219208,0.9598546028137207,0.1097465306520462,0.9931947588920593,0.021760785952210426
47,0.15129706263542175,0.9499483108520508,0.1267484575510025,0.9916239976882935,0.024548407644033432,0.17637492716312408,0.9477460980415344,0.13864287734031677,0.9860186576843262,0.0377318412065506
48,0.1507837325334549,0.9500294923782349,0.12608076632022858,0.9916209578514099,0.02470303513109684,0.2550412714481354,0.9190416932106018,0.20235440135002136,0.980919361114502,0.052686646580696106
49,0.14878399670124054,0.9508863091468811,0.1246848925948143,0.9919877648353577,0.024098649621009827,0.14831498265266418,0.9586864113807678,0.11547964066267014,0.9885404706001282,0.032835494726896286
50,0.14765550196170807,0.9508833289146423,0.12428590655326843,0.9920088052749634,0.023369526490569115,0.18535219132900238,0.9350813031196594,0.15650223195552826,0.9906729459762573,0.02884976752102375
51,0.147605299949646,0.9515477418899536,0.12303544580936432,0.9917803406715393,0.02456982247531414,0.18552757799625397,0.9355263113975525,0.16759037971496582,0.9938437342643738,0.017937064170837402
52,0.14586403965950012,0.9521129727363586,0.12216516584157944,0.991966724395752,0.023699089884757996,0.33719247579574585,0.8741493225097656,0.31670549511909485,0.9925457835197449,0.020486634224653244
53,0.14413733780384064,0.9524075984954834,0.12136431038379669,0.9923575520515442,0.022773239761590958,0.3455677926540375,0.8563852310180664,0.32657283544540405,0.9937881231307983,0.0189946498721838
54,0.14366784691810608,0.9527052044868469,0.12055806815624237,0.9922643303871155,0.023109694942831993,0.12986378371715546,0.9597804546356201,0.11012382060289383,0.9937881231307983,0.01974002830684185
55,0.14150163531303406,0.9533816576004028,0.11934921145439148,0.9925018548965454,0.022152481600642204,0.2904759347438812,0.8972908854484558,0.23394916951656342,0.9813272953033447,0.056526727974414825
56,0.14095783233642578,0.9536823034286499,0.11878430843353271,0.9926071166992188,0.022173447534441948,0.2008828967809677,0.9449646472930908,0.1718422770500183,0.9900609850883484,0.02904052659869194
57,0.13931800425052643,0.9545782804489136,0.11762094497680664,0.9925199151039124,0.021696897223591805,0.12527772784233093,0.9615049362182617,0.10241416096687317,0.9917483925819397,0.022863585501909256
58,0.14067180454730988,0.9543918371200562,0.11792722344398499,0.9923785924911499,0.022745057940483093,0.15713857114315033,0.959298312664032,0.11473503708839417,0.9856292605400085,0.04240354523062706
59,0.1375661939382553,0.9549691081047058,0.11657559126615524,0.9929137229919434,0.020990213379263878,0.11806373298168182,0.9650651812553406,0.09810742735862732,0.9937881231307983,0.01995626464486122
60,0.1365160197019577,0.9552637338638306,0.1156991645693779,0.9927423596382141,0.020817264914512634,0.14959412813186646,0.9577592611312866,0.12095606327056885,0.989727258682251,0.028638029471039772
61,0.13652436435222626,0.9556185007095337,0.11519819498062134,0.9927664399147034,0.021326346322894096,0.12916898727416992,0.9642678499221802,0.10406991839408875,0.9913033843040466,0.02509923279285431
62,0.13559028506278992,0.9559822678565979,0.1145489364862442,0.9927423596382141,0.021041499450802803,0.16324806213378906,0.9473752379417419,0.1366676539182663,0.9913219213485718,0.026580432429909706
63,0.13399769365787506,0.9562227725982666,0.11367988586425781,0.9930881261825562,0.020317746326327324,0.1436809003353119,0.9574996829032898,0.12525178492069244,0.9942702651023865,0.01842912659049034
64,0.13300424814224243,0.9565414786338806,0.11310289055109024,0.9933346509933472,0.019901206716895103,0.14395396411418915,0.9529381394386292,0.12671154737472534,0.9940106272697449,0.017242373898625374
65,0.1335524022579193,0.9567970037460327,0.11314079165458679,0.9932143688201904,0.020411618053913116,0.10580290853977203,0.9707578420639038,0.08657777309417725,0.993584156036377,0.019225141033530235
66,0.13167732954025269,0.9572510123252869,0.1120961382985115,0.9934037923812866,0.019580984488129616,0.14554902911186218,0.9528824687004089,0.12329132854938507,0.9921192526817322,0.022257788106799126
67,0.13104459643363953,0.9570796489715576,0.11129266768693924,0.9933797717094421,0.019751621410250664,0.12176165729761124,0.9586493372917175,0.10551653057336807,0.9946225881576538,0.016245141625404358
68,0.1300096958875656,0.9580838084220886,0.1104639396071434,0.993364691734314,0.01954581029713154,0.20753127336502075,0.9282204508781433,0.18309463560581207,0.9918596744537354,0.02443639375269413
69,0.1298234462738037,0.9580176472663879,0.11009468883275986,0.9933767318725586,0.019728612154722214,0.1520233005285263,0.9517513513565063,0.1278030127286911,0.9919708967208862,0.024220194667577744
70,0.12847214937210083,0.9581529498100281,0.10920978337526321,0.9934037923812866,0.01926228404045105,0.2418505698442459,0.9149808287620544,0.22612978518009186,0.9947523474693298,0.01572052389383316
71,0.12905867397785187,0.9584084749221802,0.10952837765216827,0.9932655096054077,0.019530246034264565,0.13164189457893372,0.9577221870422363,0.11167366057634354,0.9934728741645813,0.019968295469880104
72,0.12744209170341492,0.9592232704162598,0.10840540379285812,0.9936923980712891,0.01903691701591015,0.11291874945163727,0.9678094983100891,0.09113254398107529,0.99256432056427,0.02178618125617504
73,0.12641678750514984,0.9591600894927979,0.10801573842763901,0.9937194585800171,0.018400665372610092,0.16377055644989014,0.9434255957603455,0.14700078964233398,0.9949192404747009,0.016769856214523315
74,0.12712901830673218,0.9591390490531921,0.10765328258275986,0.9936262965202332,0.01947587914764881,0.12242543697357178,0.9623764753341675,0.10344701260328293,0.9936583042144775,0.018978239968419075
75,0.1250676065683365,0.9600049257278442,0.10626545548439026,0.9936864376068115,0.01880233734846115,0.17589357495307922,0.9414044618606567,0.15852724015712738,0.9942331314086914,0.017366306856274605
76,0.12499725073575974,0.9598756432533264,0.10660973936319351,0.9938036799430847,0.01838747039437294,0.11438833177089691,0.9665671586990356,0.09615553170442581,0.993751049041748,0.01823275536298752
77,0.12516073882579803,0.9595539569854736,0.10635329782962799,0.9937074780464172,0.018807636573910713,0.10565485060214996,0.9702386260032654,0.08681249618530273,0.9936026930809021,0.01884227618575096
78,0.12360744923353195,0.9602093696594238,0.10556629300117493,0.9939780235290527,0.018041502684354782,0.2031669318675995,0.9264402985572815,0.17961978912353516,0.9918040633201599,0.02354741096496582
79,0.12354394048452377,0.9602334499359131,0.1054365262389183,0.9938878417015076,0.018107162788510323,0.22471068799495697,0.9321886301040649,0.2065047174692154,0.993899405002594,0.018206125125288963
80,0.12259707599878311,0.9607505202293396,0.10467170923948288,0.9941163659095764,0.01792517676949501,0.4398941993713379,0.8374714851379395,0.4221537113189697,0.9941219091415405,0.017740795388817787
81,0.1214102953672409,0.9607144594192505,0.10406225174665451,0.9942576289176941,0.017348142340779305,0.11442112177610397,0.9659181237220764,0.09156884253025055,0.9937325119972229,0.02285231463611126
82,0.1219930350780487,0.961129367351532,0.10406328737735748,0.9938788414001465,0.017929986119270325,0.14020296931266785,0.9549592733383179,0.11479160934686661,0.9912848472595215,0.025411467999219894
83,0.12055818736553192,0.9611684083938599,0.10340188443660736,0.994221568107605,0.017156286165118217,0.15386763215065002,0.9503977298736572,0.136683851480484,0.9946225881576538,0.017183847725391388
84,0.12001917511224747,0.9610121250152588,0.10296909511089325,0.9942636489868164,0.017049936577677727,0.11579462885856628,0.9640824198722839,0.10066452622413635,0.9950490593910217,0.015130159445106983
85,0.11973239481449127,0.9614179730415344,0.10275541245937347,0.9942365884780884,0.01697733625769615,0.1267801970243454,0.9583897590637207,0.11165730655193329,0.9951046705245972,0.015122883021831512
86,0.11887236684560776,0.9616374373435974,0.10216963291168213,0.9944380521774292,0.016702638939023018,0.12683357298374176,0.9696267247200012,0.09123222529888153,0.987928569316864,0.03560152277350426
87,0.11875151842832565,0.9621485471725464,0.10183905810117722,0.9943779110908508,0.016912462189793587,0.13824209570884705,0.9531606435775757,0.1201338917016983,0.9939550161361694,0.01810821332037449
88,0.11866548657417297,0.9620433449745178,0.10155175626277924,0.9944019317626953,0.017113815993070602,0.1569233536720276,0.9489514231681824,0.13960833847522736,0.9938808679580688,0.017315121367573738
89,0.11779908090829849,0.9623379707336426,0.10115524381399155,0.9943839311599731,0.016643626615405083,0.13510912656784058,0.9593539834022522,0.11457198113203049,0.993157684803009,0.020537037402391434
90,0.11714865267276764,0.9625424146652222,0.1007622629404068,0.994594395160675,0.0163866076618433,0.12405813485383987,0.9591128826141357,0.1057487279176712,0.9938437342643738,0.018309250473976135
91,0.11651893705129623,0.9627197980880737,0.10032443702220917,0.9946003556251526,0.016194840893149376,0.12008950114250183,0.962877094745636,0.09749536961317062,0.9915258884429932,0.022594347596168518
92,0.11689767986536026,0.962873101234436,0.10022380948066711,0.9943658709526062,0.016673948615789413,0.15874198079109192,0.9493778944015503,0.1377343386411667,0.9931020140647888,0.021007653325796127
93,0.11612141132354736,0.962846040725708,0.09961683303117752,0.9944801330566406,0.016504820436239243,0.10710994154214859,0.96869957447052,0.0908464789390564,0.9947338104248047,0.016263319179415703
94,0.11579611152410507,0.963119626045227,0.09941177815198898,0.9946514964103699,0.016383983194828033,0.10775596648454666,0.9702200889587402,0.08441514521837234,0.9920080304145813,0.023340923711657524
95,0.11622389405965805,0.9632158279418945,0.09911675751209259,0.9944651126861572,0.01710718311369419,0.10638435184955597,0.9687551856040955,0.08889128267765045,0.9941219091415405,0.017493024468421936
96,0.11506544798612595,0.963357150554657,0.09914112091064453,0.9946213960647583,0.015924550592899323,0.09831716120243073,0.9720373153686523,0.08244670927524567,0.9945298433303833,0.01587068662047386
97,0.11378590017557144,0.9635435342788696,0.09808453917503357,0.9947266578674316,0.01570155657827854,0.10666767507791519,0.9688664674758911,0.09032000601291656,0.9946596622467041,0.016347676515579224
98,0.11387494206428528,0.9632338881492615,0.09823518991470337,0.99478679895401,0.01563980244100094,0.10236360132694244,0.9710730910301208,0.08376006036996841,0.99402916431427,0.01860358752310276
99,0.11326685547828674,0.9638110995292664,0.09796681255102158,0.9949671626091003,0.01529989205300808,0.09585616737604141,0.971406877040863,0.08138962835073471,0.9954569935798645,0.014466620981693268
